object_level;object_name;oktmo;region;mun_upper;mun_lower;settlement;population;settlement_fias_id_dadata;settlement_with_type_dadata;settlement_type_dadata;settlement_type_full_dadata;settlement_dadata;fias_id_dadata;fias_level_dadata;okato_dadata;oktmo_dadata;qc_geo_dadata;qc_dadata;latitude_dadata;longitude_dadata;Указавшие национальную принадлежность;Абазины;Абхазы;Аварцы;Андийцы;Арчинцы;Ахвахцы;Багулалы;Бежтинцы;Ботлихцы;Гинухцы;Годоберинцы;Гунзибцы;Дидойцы;Каратинцы;Тиндалы;Хваршины;Чамалалы;Агулы (агульцы);Адыгейцы (абадзехи, адыгейцы-черкесы, адыги, адыгэ, сирийские адыгейцы, адыги-черкесы, черкесы-бжедуги);Азербайджанцы (азер);Алеуты;Алтайцы;Теленгиты;Тубалары;Челканцы;Американцы (афроамериканцы);Арабы (алжирцы, египтяне, иорданцы, иракцы, йеменцы, катарцы, ливанцы, ливийцы, марокканцы, палестинцы, сирийцы);Армяне (русские армяне);Черкесогаи;Ассирийцы;Афганцы (афганистанцы, пуштуны, хазарейцы);Балкарцы;Башкиры;Белорусы (беларусы);Бесермяне;Болгары;Боснийцы;Британцы (англичане);Буряты;Венгры;Вепсы;Водь;Вьетнамцы;Гагаузы;Горские евреи;Греки (византийскийские греки, рум);Греки-урумы;Грузинские евреи;Грузины;Аджарцы;Ингилойцы;Лазы;Мегрелы (менгрелы, мингрелы);Сваны;Даргинцы;Кайтагцы;Кубачинцы;Долганы;Дунгане;Евреи;Езиды;Ижорцы;Ингуши;Индийцы (индуисты);Испанцы;Итальянцы;Ительмены;Кабардинцы (адыги (с языком кабардинским));Казахи;Калмыки;Камчадалы;Караимы;Каракалпаки;Карачаевцы (карачаево-черкесы, карачай);Карелы;Кереки;Кеты (остяки);Юги;Киргизы (кыргыз);Китайцы;Коми (коми-зыряне);Коми-ижемцы;Коми-пермяки (пермяки);Корейцы;Коряки;Алюторцы;Крымские татары;Крымчаки;Кубинцы;Кумандинцы;Кумыки;Курды (курд);Курманч;Лакцы (кулинцы, лаки);Латыши (курляндцы);Латгальцы;Лезгины;Литовцы;Македонцы;Манси;Марийцы (мари, марий);Горные марийцы;Лугово-восточные марийцы;Молдаване;Монголы;Мордва (мордвины, мордовцы);Мордва-мокша;Мордва-эрзя (эрзя);Нагайбаки;Нанайцы;Нганасаны;Негидальцы;Немцы (русские немцы);Меннониты;Ненцы;Нивхи;Ногайцы;Карагаши;Орочи;Осетины (аланы);Осетины-дигорцы (дигорон, дигорцы);Осетины-иронцы;Пакистанцы (белуджи, белуч);Памирцы;Персы (иранцы, фарсиваны);Поляки;Румыны;Русины;Русские (русаки, сибиряки);Казаки (кубанские казаки, русские казаки);Поморы;Рутульцы (рутул);Саамы (саами);Селькупы;Сербы;Словаки;Словенцы;Сойоты;Среднеазиатские евреи;Табасараны (табасаран, табасаранцы);Таджики;Тазы;Талыши;Татары (татар);Астраханские татары;Кряшены;Мишари;Сибирские татары;Таты (митагинцы);Телеуты;Тофалары;Тувинцы;Тувинцы-тоджинцы;Турки;Турки-месхетинцы;Туркмены;Удины;Удмурты;Удэгейцы;Узбеки;Уйгуры;Уйльта;Украинцы;Ульчи;Финны;Финны-ингерманландцы (ингерманландцы);Французы;Хакасы;Ханты;Хемшилы (хемшины);Хорваты;Цахуры (цахурцы);Цыгане (дом, сэрвы);Цыгане среднеазиатские;Черкесы (адыги (с языком черкесским), адыгэ (с языком черкесским), убыхи, адыги-черкесы (с языком черкесским), сирийские адыги);Черногорцы;Чехи;Чеченцы;Чеченцы-аккинцы;Чуванцы;Чуваши;Чукчи;Чулымцы;Шапсуги (адыги (с языком шапсугским);Шорцы;Эвенки (эвенк);Эвены (эвен);Энцы;Эскимосы;Эстонцы;Сету;Юкагиры;Якуты (саха) (саха);Японцы;Указавшие другие ответы о национальной принадлежности (не перечисленные выше);Нет национальной принадлежности*;Без нации;Без национальной принадлежности;Без национальности;Не имею национальной принадлежности;Никакая национальность;Нет;Отсутствует;Лица, в переписных листах которых национальная принадлежность не указана;Неизвестно;Нет сведений;Отказавшиеся отвечать на вопрос о национальной принадлежности;Затрудняюсь ответить;Не знаю;Не определились;Не понимаю;Отказ от ответа;Предпочитаю не отвечать
Населенный пункт;г. Сибай;80743000001;Республика Башкортостан;Городской округ город Сибай;Городской округ город Сибай;г. Сибай;56514;;;;;;d7825646-76f7-4322-a88c-42cc90cbd2b2;4.0;80443000000;80743000001;4.0;0.0;52.7204622;58.6663921;54740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;1;0;0;0;0;1;95;0;0;0;3;32151;23;0;3;0;2;0;1;0;0;4;0;0;1;0;0;12;0;0;0;0;0;5;0;0;0;0;1;189;0;0;0;0;0;0;1;116;0;0;0;0;0;0;0;0;0;5;0;2;0;0;29;0;0;0;0;0;0;0;18;0;0;0;0;1;1;0;0;21;0;0;3;1;27;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18730;2;0;0;0;0;0;0;0;0;0;0;114;0;0;2677;0;2;1;1;0;0;0;0;0;1;0;2;0;11;0;107;0;0;127;0;0;0;0;0;0;0;0;0;29;0;0;0;0;12;0;0;98;0;0;0;2;0;0;0;0;0;0;0;0;0;52;9;0;0;0;8;0;1;0;1774;0;1551;223;89;0;0;0;0;134
Населенный пункт;г. Мелеуз;80641101001;Республика Башкортостан;Мелеузовский муниципальный район;Городское поселение город Мелеуз;г. Мелеуз;56505;;;;;;c516337d-f590-439b-83ad-6f15a9325740;4.0;80425000000;80641101001;4.0;0.0;52.9589874;55.9282514;55827;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;1;165;0;0;5;0;16826;35;0;0;0;0;0;0;0;0;2;0;0;0;0;0;10;0;0;0;0;0;8;0;0;0;0;2;0;0;7;0;0;3;0;0;152;0;0;0;0;0;1;0;0;0;2;0;0;0;0;9;0;0;0;0;0;0;4;0;0;1;2;0;3;1;0;0;32;0;0;7;0;107;0;2;1;0;0;0;19;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;28250;3;0;0;0;0;0;0;0;0;0;0;53;0;0;7792;0;0;0;0;10;0;0;0;0;1;0;5;0;6;0;107;0;0;309;0;0;0;0;0;0;0;0;0;1;0;0;0;0;66;0;0;1455;0;0;0;0;0;0;0;0;0;0;0;0;0;55;219;0;0;0;219;0;0;0;678;0;103;575;31;0;0;0;1;543
Населенный пункт;г. Котлас;11710000001;Архангельская область;"Городской округ ""Котлас""";"Городской округ ""Котлас""";г. Котлас;56093;;;;;;93adb246-540e-40a2-a0fd-e96ca6796589;4.0;11410000000.0;11710000001.0;4.0;0.0;61.2528975;46.6332216;53846;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;1;48;0;0;7;0;3;60;0;2;0;0;0;0;1;0;0;1;0;2;0;0;14;0;0;0;0;0;30;0;0;0;0;6;13;0;0;0;0;0;0;3;3;1;0;0;0;0;3;0;0;0;1;1;33;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;7;7;0;0;15;0;0;24;0;13;0;0;0;0;0;0;35;0;3;0;0;0;0;6;0;0;0;0;0;5;10;0;52841;0;9;0;0;0;0;0;0;0;0;0;19;0;1;34;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;4;2;0;157;0;3;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;0;0;103;34;0;0;0;33;0;1;0;2247;4;1856;387;80;1;0;0;0;306
Населенный пункт;г. Михайловка;18720000001;Волгоградская область;Городской округ город Михайловка;Городской округ город Михайловка;г. Михайловка;56031;;;;;;f02dbf6d-57ad-49bc-8011-603bf7126bb5;4.0;18420000000.0;18520000001.0;4.0;0.0;50.0708708;43.2401092;54293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;95;0;0;0;5;2;16;0;0;0;0;0;0;0;1;0;1;0;1;0;0;10;0;0;0;0;0;4;0;0;0;0;6;0;0;0;1;0;0;0;1;53;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;11;0;0;2;0;7;0;0;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;53346;86;0;0;0;0;0;0;0;0;0;2;8;0;0;36;0;0;0;0;0;0;0;1;0;12;1;6;1;4;0;11;0;0;64;0;0;0;0;1;0;0;0;0;37;0;0;0;0;2;0;0;14;0;0;0;0;0;0;0;0;1;0;0;1;0;372;67;0;0;0;56;2;9;0;1738;0;870;868;92;2;0;0;1;773
Населенный пункт;г. Избербаш;82715000001;Республика Дагестан;Городской округ город Избербаш;Городской округ город Избербаш;г. Избербаш;55996;;;;;;bf14786f-6c0e-4369-8907-57f9d3fd93ac;4.0;82415000000.0;82715000001.0;4.0;0.0;42.5652081;47.8710684;55557;0;0;1431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;1;194;0;0;0;0;0;0;0;20;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;36738;0;2;0;0;1;0;0;3;0;0;0;0;7;1;6;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;8746;1;0;951;0;0;5549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;7;0;0;0;1;1;0;0;0;1148;0;0;43;0;0;0;0;0;0;0;432;4;0;0;20;0;0;0;0;6;0;0;0;0;3;0;4;0;1;0;5;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;1;0;0;1;0;0;439;0;89;350;0;0;0;0;0;350
Населенный пункт;г. Краснотурьинск;65745000001;Свердловская область;Городской округ Краснотурьинск;Городской округ Краснотурьинск;г. Краснотурьинск;55875;;;;;;59b1c816-7f98-4707-b5e2-c6193fff8923;4.0;65456000000;65520000001;4.0;0.0;59.7638319;60.1935754;53617;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;1;1;95;0;0;0;0;91;74;0;3;0;0;2;0;0;0;0;0;0;2;0;0;11;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;25;0;0;0;0;0;3;0;0;0;23;2;2;0;4;8;0;0;0;0;0;0;0;0;0;0;6;0;2;6;0;5;20;0;0;10;0;31;0;0;0;0;0;0;1416;0;0;0;0;0;0;3;0;0;0;0;0;8;1;0;49636;5;0;0;0;0;0;1;0;0;0;0;158;0;1;962;0;2;0;0;0;0;0;3;0;0;0;1;0;44;0;59;0;0;233;0;0;0;1;4;0;0;0;1;39;0;0;0;2;0;0;0;43;0;0;0;0;2;0;0;0;2;0;0;0;0;447;73;0;0;0;64;0;9;0;2258;0;524;1734;132;0;0;0;0;1602
Населенный пункт;г. Белореченск;3608101001;Краснодарский край;Белореченский муниципальный район;Белореченское городское поселение;г. Белореченск;55870;;;;;;ce9dccce-d0a3-49c4-a934-3f8de7fbed2a;4.0;3406000000.0;3608101001.0;4.0;0.0;44.7652692;39.8781164;55377;0;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;186;0;0;0;0;0;0;1;4344;0;1;0;0;32;43;0;3;0;0;2;0;0;0;0;2;0;190;0;0;222;0;0;0;2;0;6;0;0;0;0;10;38;0;2;0;2;0;0;1;27;0;0;0;0;2;1;0;0;0;10;1;2;0;0;15;0;0;1;0;0;0;1;39;0;22;1;0;13;2;0;0;4;0;0;12;0;10;0;3;0;0;0;0;27;0;0;0;2;0;0;35;0;0;0;0;0;9;0;0;49119;23;0;0;0;0;0;0;0;0;0;4;15;0;0;137;0;0;0;0;0;0;0;1;0;68;0;5;2;13;0;35;1;0;288;0;0;0;1;0;0;4;0;1;48;0;21;0;0;25;0;0;12;0;0;0;0;0;0;0;0;2;0;0;3;1;112;8;0;0;0;8;0;0;0;493;0;62;431;19;0;0;0;0;412
Населенный пункт;г. Ржев;28745000001;Тверская область;Городской округ город Ржев;Городской округ город Ржев;г. Ржев;55757;;;;;;2553804d-14b9-4f5b-8bd0-25c0fc7315ae;4.0;28445000000;28548000001;4.0;0.0;56.2629154;34.3290948;54747;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;2;0;0;0;0;0;211;0;0;0;0;5;101;0;3;0;0;0;0;1;0;0;15;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;12;0;0;1;0;0;0;0;3;5;1;0;0;0;0;5;0;0;0;8;0;4;0;1;6;0;0;0;0;0;0;2;0;0;0;3;0;13;3;0;0;10;0;0;25;0;6;0;0;0;0;0;0;13;0;0;0;0;0;0;8;0;0;0;0;0;9;2;0;53396;4;0;0;0;0;0;1;0;0;0;2;66;0;1;54;0;0;0;0;0;0;0;1;0;0;1;4;0;4;0;24;1;0;212;0;2;0;0;0;0;0;0;0;19;0;1;0;0;2;0;0;18;1;0;0;0;0;0;0;0;2;0;0;0;0;412;21;0;0;0;20;0;1;0;1010;0;678;332;33;0;3;0;1;295
Населенный пункт;г. Лесосибирск;4722000001;Красноярский край;Городской округ город Лесосибирск;Городской округ город Лесосибирск;г. Лесосибирск;55730;;;;;;2ddd48d6-e95b-4972-a34e-8586ed507763;4.0;4422000000.0;4722000001.0;4.0;0.0;58.2216981;92.503692;48736;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;107;0;2;0;0;0;0;0;28;0;0;0;0;41;93;0;1;0;0;8;0;0;0;0;15;0;0;0;0;17;0;0;0;0;0;0;0;0;2;0;4;0;0;14;0;0;0;0;2;21;2;0;0;0;1;2;0;3;0;21;14;1;0;11;3;0;0;0;0;0;0;0;0;0;3;12;3;20;27;0;0;70;0;0;41;3;36;0;4;0;0;0;0;194;0;4;0;0;0;0;1;0;0;0;0;1;8;2;1;43636;2;0;0;0;0;0;0;0;0;0;1;526;0;3;2814;0;7;0;0;0;0;0;0;0;2;0;3;0;25;0;167;1;0;315;0;4;0;0;19;0;0;0;10;7;0;0;0;0;9;0;0;190;0;0;0;2;6;0;0;0;4;0;0;5;0;84;103;0;0;0;96;0;7;0;6994;0;5177;1817;378;0;1;0;9;1429
Населенный пункт;г. Тихорецк;3654101001;Краснодарский край;Тихорецкий муниципальный район;Тихорецкое городское поселение;г. Тихорецк;55686;;;;;;1d3511c8-b1dc-49c5-b5fb-3533ed4ce3c4;4.0;3429000000.0;3654101001.0;4.0;0.0;45.8546923;40.1258776;55496;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;130;0;1;0;0;0;1;3;691;0;1;0;0;13;43;0;12;0;0;5;0;0;0;0;2;0;15;0;0;54;0;0;0;1;0;6;0;0;0;1;5;0;0;12;0;0;0;0;2;15;4;0;0;0;7;1;0;0;0;1;0;1;0;0;17;0;0;0;0;0;0;6;0;0;2;2;0;47;1;0;0;12;0;0;5;0;10;0;1;0;0;0;0;31;0;0;0;5;0;0;20;0;0;2;0;0;6;1;0;53478;12;0;0;0;0;2;0;0;0;0;5;13;0;0;84;0;0;0;0;0;0;0;0;0;2;0;3;7;6;0;26;0;0;257;0;0;0;0;0;0;0;4;0;50;0;4;0;0;30;0;0;7;1;0;0;0;0;0;0;0;0;0;0;1;0;92;234;0;0;0;234;0;0;0;190;0;27;163;12;0;0;0;0;151
Населенный пункт;г. Тихвин;41645101001;Ленинградская область;Тихвинский муниципальный район;Городское поселение Тихвинское;г. Тихвин;55415;;;;;;86ec26f6-d980-4c40-b4ce-77e1638ec8ad;4.0;41245501000.0;41645101001.0;4.0;0.0;59.644619;33.54193;51235;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;1;34;0;1;0;0;17;128;0;1;0;1;4;0;41;0;0;1;0;2;0;0;11;0;0;0;0;0;9;0;0;0;0;13;0;0;0;1;0;2;0;1;23;0;0;0;0;0;13;0;0;0;0;1;7;0;3;12;1;0;0;0;0;1;5;0;0;0;5;0;11;5;0;0;3;0;0;11;0;9;0;0;0;0;0;0;45;0;1;0;0;0;0;0;0;0;0;0;1;5;4;0;49073;1;0;8;0;0;0;0;0;0;0;1;8;0;0;97;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;26;0;0;255;0;2;0;0;0;0;0;0;0;9;0;0;0;0;22;0;0;19;0;0;0;0;0;0;0;0;5;0;0;1;0;558;651;0;1;0;608;0;42;0;4180;0;1906;2274;115;0;0;0;0;2159
Населенный пункт;г. Шуя;24711000001;Ивановская область;Городской округ Шуя;Городской округ Шуя;г. Шуя;55225;;;;;;81a79f69-b0f7-4ea4-8661-81f04a9b5ea9;7.0;24411000000.0;24711000001.0;2.0;3.0;56.8507513;41.3516168;54231;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;1;203;0;0;2;0;1;22;0;0;0;0;2;1;0;0;5;0;0;4;0;0;17;0;0;0;0;0;1;0;0;0;0;11;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;10;0;7;0;0;0;0;0;0;6;0;1;0;0;0;0;3;0;0;0;0;3;6;0;0;52854;0;0;0;0;0;0;0;0;0;0;1;105;0;6;55;0;0;0;0;0;0;0;0;0;2;0;46;0;2;0;68;0;0;99;0;0;0;0;0;2;0;0;0;91;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;2;0;453;44;0;0;0;32;0;12;0;994;0;340;654;73;0;0;0;1;580
Населенный пункт;г. Полевской;65754000001;Свердловская область;Полевской городской округ;Полевской городской округ;г. Полевской;55182;;;;;;2a3b4b10-7035-4af5-9bbd-409c42b51eb7;4.0;65482000000;65545000001;4.0;0.0;56.4958618;60.2366252;53586;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;48;0;0;0;0;416;53;0;7;0;0;2;0;0;0;0;0;0;59;0;0;31;0;0;0;0;0;1;0;0;0;1;16;0;0;0;0;0;0;0;0;17;2;0;2;1;0;2;0;0;0;11;0;4;0;13;3;0;0;0;0;0;0;0;0;0;1;4;0;10;7;0;0;118;0;0;10;0;30;0;1;0;0;0;0;137;0;1;0;0;0;0;3;0;0;0;1;0;11;2;0;49952;9;0;0;0;0;0;0;0;0;0;0;241;0;0;1298;0;0;0;0;0;0;0;1;0;0;0;1;0;95;0;105;2;0;184;0;1;0;1;0;0;0;0;0;29;0;0;0;0;1;0;0;44;0;0;0;0;3;0;0;0;3;0;0;0;0;516;49;0;0;0;41;0;8;0;1596;0;817;779;119;0;0;0;0;660
Населенный пункт;г. Щекино;70648101001;Тульская область;Щекинский муниципальный район;Городское поселение город Щекино;г. Щекино;55109;;;;;;2711a4bb-c464-405f-8b8b-cac284c9ae72;4.0;70248501000;70648101001;4.0;0.0;54.0021718;37.5177177;53086;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;220;0;0;0;1;2;33;0;5;0;0;0;0;0;0;22;0;0;1;0;0;35;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;3;1;0;10;0;0;0;0;1;0;0;0;0;31;1;2;0;0;6;0;0;0;0;0;0;0;0;0;2;1;0;17;2;0;0;4;0;0;13;0;5;0;0;0;1;0;0;61;0;0;0;1;0;0;9;0;0;0;0;0;2;1;1;50604;1;0;7;0;0;1;1;0;0;0;0;36;0;0;130;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;80;0;0;126;0;0;0;0;0;0;0;0;0;11;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1439;48;0;0;0;43;2;3;0;2023;0;815;1208;134;0;0;0;1;1073
Населенный пункт;г. Шали;96637101001;Чеченская Республика;Шалинский муниципальный район;Шалинское городское поселение;г. Шали;55054;;;;;;f206e5a7-d074-44cf-a0f3-a9ca855969d2;4.0;96237501000;96637101001;4.0;0.0;43.1487442;45.9010465;55054;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;89;0;1;0;0;0;0;0;43;0;0;0;13;9;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;65;0;0;0;0;0;0;0;99;0;0;0;0;64;109;22;0;0;0;7;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;233;0;0;12;0;0;45;0;0;0;3;0;0;0;0;3;0;1;1;0;0;0;0;0;1;0;2;0;0;142;0;0;0;0;0;0;0;0;1126;0;0;4;0;0;0;0;0;0;0;135;1;0;0;46;0;0;0;0;0;0;0;8;0;5;0;20;0;2;0;0;0;0;8;0;0;0;0;2;0;0;0;0;0;0;3;0;0;52570;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0
Населенный пункт;г. Вольск;63611101001;Саратовская область;Вольский муниципальный район;Городское поселение город Вольск;г. Вольск;55035;;;;;;83f29047-8dd9-411d-ac4b-c5811ea815f1;4.0;63211501000;63611101001;4.0;0.0;52.0459603;47.3873;53533;1;21;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;333;0;0;0;0;0;0;5;606;0;0;1;0;46;66;0;4;0;0;0;0;0;0;0;1;0;7;0;0;17;0;0;0;0;0;6;0;0;0;0;7;35;0;8;0;0;0;0;6;91;3;0;0;0;0;0;0;0;0;34;0;0;0;0;11;0;0;2;0;0;0;3;0;0;1;1;0;12;2;0;0;11;0;0;14;1;58;0;0;0;0;0;0;44;0;0;0;0;0;0;18;0;0;0;0;2;6;0;0;50267;0;0;0;0;0;1;0;0;0;0;20;104;0;0;564;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;58;0;0;165;0;2;0;0;0;0;0;0;0;47;0;2;0;0;86;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;492;56;0;0;0;55;0;1;0;1502;0;161;1341;254;0;0;0;0;1087
Населенный пункт;г. Крымск;3625101001;Краснодарский край;Крымский муниципальный район;Крымское городское поселение;г. Крымск;54597;;;;;;ae6c6804-3c18-4337-bb6e-7479a8cb64f6;4.0;3415000000.0;3625101001.0;4.0;0.0;44.9343723;37.9854857;52846;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;19;94;0;0;0;0;0;1;0;1687;0;410;0;0;16;113;0;102;0;1;4;0;0;0;0;3;0;702;0;0;93;0;0;5;0;0;12;0;0;0;0;15;142;0;6;0;0;0;0;8;17;3;0;0;0;1;1;0;0;0;7;1;3;0;3;47;0;0;295;0;0;0;11;14;0;6;6;0;16;6;0;1;5;0;0;81;0;19;0;0;1;0;0;0;80;0;0;0;5;0;0;30;0;0;0;1;1;11;0;1;46456;82;0;5;0;0;4;0;0;0;0;24;49;0;1;858;0;0;0;0;1;0;0;0;0;460;17;9;9;12;0;87;1;0;518;0;0;0;0;1;0;0;1;4;59;0;9;0;1;36;0;0;23;0;0;1;0;1;0;0;0;3;0;0;1;0;84;21;0;0;0;20;0;1;0;1751;0;542;1209;23;0;0;0;4;1182
Населенный пункт;пгт Яблоновский;79630159051;Республика Адыгея;Тахтамукайский муниципальный район;Городское поселение пгт Яблоновский;пгт Яблоновский;54291;034a6b9c-0a4d-42ba-9a63-87dc635d3f20;пгт Яблоновский;пгт;поселок городского типа;Яблоновский;034a6b9c-0a4d-42ba-9a63-87dc635d3f20;6.0;79230559000.0;79630159051.0;3.0;0.0;44.981266;38.936362;44558;9;27;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4812;163;0;1;0;0;0;0;36;1528;0;13;7;2;22;32;0;4;0;2;2;1;0;0;0;0;0;39;0;0;109;0;0;0;0;0;22;0;0;0;0;28;14;0;45;0;0;0;0;56;48;4;0;0;0;14;0;0;0;0;8;0;4;0;1;212;0;0;9;0;4;0;2;15;0;12;0;0;89;1;0;4;1;0;0;16;0;16;0;1;0;0;0;0;43;0;0;3;38;0;0;25;0;0;0;0;5;3;0;0;34475;16;0;1;0;0;0;0;1;0;0;49;209;0;1;285;0;0;0;0;5;0;0;0;0;9;0;12;2;6;0;187;0;0;368;0;0;0;0;0;0;1;0;0;164;0;793;0;0;109;0;0;7;0;0;0;0;0;0;0;0;2;0;0;1;0;296;36;0;0;0;28;0;8;0;9733;1;4936;4796;152;0;0;0;2;4642
Населенный пункт;г. Зеленогорск;4737000001;Красноярский край;Городской округ город Зеленогорск (ЗАТО);Городской округ город Зеленогорск (ЗАТО);г. Зеленогорск;54279;;;;;;38f208d6-6f29-4d30-b826-b42e8beecc67;4.0;4537000000.0;4737000001.0;4.0;0.0;56.1133542;94.5889359;47771;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0;6;0;0;0;0;0;23;0;0;0;0;16;46;0;0;0;0;11;0;0;0;0;1;0;1;0;0;4;0;0;0;0;0;1;0;0;0;2;4;0;1;0;0;0;0;0;1;11;1;0;0;0;0;1;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;3;0;0;0;15;1;7;6;0;0;21;0;0;4;0;13;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;46520;0;0;1;0;0;0;0;0;0;0;3;17;0;0;121;0;0;2;0;0;0;0;4;0;0;0;2;0;33;0;9;0;0;194;0;1;0;0;4;2;0;0;0;0;0;0;0;0;4;0;0;49;0;0;0;0;3;0;0;0;50;1;0;2;0;171;265;0;0;0;262;0;3;0;6508;0;5631;877;165;0;0;0;0;712
Населенный пункт;г. Лиски;20621101001;Воронежская область;Лискинский муниципальный район;Городское поселение;г. Лиски;54147;;;;;;e0a82358-88c2-44ab-b402-c450e1aa52a8;4.0;20221501000.0;20621101001.0;4.0;0.0;50.9945381;39.5183454;52981;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;132;0;0;0;0;0;0;1;308;0;0;0;0;20;37;0;4;0;0;0;0;0;0;0;2;0;14;0;0;45;0;0;0;0;0;2;0;0;0;0;6;0;0;1;0;1;0;0;2;31;1;0;0;0;0;0;0;0;0;27;0;2;0;1;13;0;0;0;0;0;0;5;7;0;7;3;0;8;6;0;0;5;0;0;29;0;3;0;0;0;0;0;0;29;0;0;0;0;0;0;4;0;0;0;0;0;8;0;0;50559;12;0;0;0;0;0;0;0;0;0;5;98;0;0;82;0;0;0;0;0;0;0;0;0;153;0;3;0;4;0;216;0;0;315;0;0;0;0;0;0;0;0;0;45;0;1;0;0;8;0;0;2;0;0;0;0;0;0;0;1;1;0;0;5;0;627;116;0;0;0;111;1;4;0;1166;0;282;884;440;0;0;0;0;444
